,STreversal,AnnouncementReturn,MomSeason,Mom6m,Price,BookLeverage,AM,MaxRet,BMdec,Mom12mOffSeason,ChTax,IndMom,IdioVol3F,EarningsSurprise,Herf,IntMom,BetaLiquidityPS,zerotrade1M,Leverage,IdioVolAHT,ResidualMomentum,Tax,Mom12m,zerotrade12M,BPEBM,MomSeasonShort,ChInv,EBM,ReturnSkew,Size,ChNWC,cfp,BidAskSpread,CBOperProf,MomOffSeason,CoskewACX,GP,InvestPPEInv,DolVol,zerotrade6M,Accruals,EquityDuration,VolSD,DelLTI,LRreversal,NOA,CF,DelCOL,ReturnSkew3F,ConvDebt,RoE,ChInvIA,PctAcc,RevenueSurprise,TotalAccruals,OPLeverage,hire,ChNNCOA,DelEqu,Investment,ChAssetTurnover,ChEQ,ShareIss1Y,DelFINL,CashProd,grcapx,AssetGrowth,DelCOA,IndIPO,DelNetFin,dNoa,DivOmit,DivInit,RDIPO
200512,2.19082,1.3969579,1.4849858,1.1133271,0.8663029,1.5238751,1.1914803,0.8635603,0.9443413,0.79095083,0.9228016,1.874732,0.7789881,1.2274681,0.943438,1.1270809,0.77321804,0.92195165,0.75742,0.94003266,0.6458688,0.8215546,1.0426981,0.6911305,1.0101324,0.8065205,0.6520337,0.8431533,0.60718215,0.7170961,0.5554926,0.87408334,0.78951687,0.9081776,1.0012593,0.7905648,0.7922827,0.50018245,0.8328156,0.7666971,0.69831944,0.7042076,0.59898,0.6930624,1.2739309,1.0192313,0.75983524,0.6920549,0.63109744,0.6617657,0.69820225,0.47237036,0.710846,1.065557,0.5608321,0.66240054,0.62695146,0.5228634,0.7491312,0.4913715,0.6620846,0.80746895,0.7738047,0.535694,0.68041646,0.6015486,0.74962234,0.52137727,0.77567214,0.6316252,0.6396889,0.2534548,0.2838451,0.09597059
200601,1.989841,1.1552292,1.4152683,0.84511536,0.83345366,1.2902788,1.1184115,0.6159625,0.94705164,0.6318336,0.9599874,1.4792972,0.5898233,0.8655633,0.9248312,0.70454615,0.5868643,0.74196947,0.7751583,0.6209369,0.6321325,0.48507652,0.7821831,0.5458109,0.84268373,0.6105036,0.48632747,0.6404394,0.44830775,0.54432094,0.5023043,0.7729907,0.6771864,0.9394204,0.81697196,0.6654512,0.8114027,0.3619998,0.65034205,0.6049249,0.52158123,0.48956868,0.4321365,0.70768726,0.9355832,0.71179605,0.5716471,0.4840989,0.53316265,0.557485,0.60616237,0.7446303,0.60496837,0.8720258,0.47154832,0.45504394,0.55020714,0.5642586,0.34000182,0.4893711,0.49907055,0.41500497,0.55440027,0.52297723,0.50765544,0.46172625,0.4976787,0.43008673,0.7741784,0.5187816,0.43346283,0.14784616,0.16606495,0.08357002
200602,2.6951616,1.5826583,2.0037084,1.8293544,1.4027339,1.6800308,1.6967051,1.2466581,1.2314805,1.4063965,1.6050687,2.0875611,1.3365815,1.6069459,1.4900391,1.3668898,1.1408606,1.1402727,1.3892442,1.0882196,1.463324,1.163475,1.280844,1.1805519,1.6583463,1.386281,1.2725687,1.2028003,1.021272,1.3345572,1.0660331,1.3344115,1.128186,1.4841583,1.3525894,1.2668533,1.2654816,1.1595058,1.4252849,1.1837025,1.2559869,1.2253851,1.207678,0.8544845,1.5696783,1.2013093,1.2074078,1.2189445,1.4146748,0.8318056,1.239954,1.139235,1.4238089,1.426604,1.0789618,0.923708,1.2157984,1.2077831,1.3158817,1.2213314,1.3497751,1.025018,1.3812749,1.38467,1.2654669,1.1679205,1.1427169,1.2651364,0.66006196,1.2492425,1.0702088,0.30635265,0.2483921,0.1417013
200603,1.8469987,0.90130347,1.2345427,0.9574308,0.8283373,1.1780031,1.122786,0.5377808,0.8230019,0.6002259,0.79169446,1.5286273,0.55726653,0.7022763,0.9310305,0.7194221,0.54298306,0.5205316,0.7446584,0.7177261,0.5953503,0.5648023,0.5447883,0.62520415,0.91977805,0.6113091,0.45583424,0.47621047,0.43395695,0.5544513,0.50882053,0.5054679,0.58529556,0.7752662,0.62271196,0.72123253,0.6788959,0.33157235,0.7014812,0.49878472,0.5019064,0.48211214,0.35031632,0.49505386,1.0608716,0.83585966,0.48993683,0.3942609,0.50342613,0.44519365,0.5327047,0.56074053,0.48291096,0.66978294,0.44428605,0.56695896,0.3544112,0.42112815,0.4451933,0.4291462,0.5657536,0.45494017,0.5679611,0.493004,0.5659055,0.36202306,0.560351,0.44346017,0.6217575,0.5293929,0.36260012,0.10429054,0.2624023,0.13255121
200604,2.3514934,1.290672,1.5779723,0.90903986,0.89582366,1.2274125,1.3677684,0.7423166,0.9290272,0.84729725,1.0406862,1.8375336,0.67094904,0.9959884,0.89881754,0.88468057,0.7057106,0.82533956,1.0332433,0.8894334,0.70954615,0.70310813,0.9231249,0.53120506,0.99651456,1.0104463,0.6302724,0.5679301,0.7120122,0.6083095,0.6168005,0.7511594,0.7930385,1.0857848,0.67066485,0.7280057,1.1745485,0.6205343,0.6468337,0.63163966,0.65679675,0.6424572,0.55412436,0.6330373,1.185087,0.7861885,0.700874,0.50705224,0.8234588,0.5366208,0.8043811,0.6962497,0.723416,0.8332317,0.50943017,0.56534797,0.48097935,0.6517208,0.525352,0.6214668,0.6017528,0.58532476,0.7000311,0.6322172,0.60600543,0.6574439,0.5657403,0.543317,0.5997509,0.5653097,0.48132947,0.22276783,0.23083422,0.092680104
200605,2.0597506,1.1395186,1.3563125,1.1253315,0.9524793,1.0932263,1.3666085,0.6197727,0.8858698,0.86086196,1.1308192,1.5906373,0.6067608,0.9628404,0.7413845,0.8862089,0.8132502,0.55914253,1.0016402,0.8590095,0.6148318,0.61820567,0.7808269,0.72030425,0.6916231,0.92368585,0.65817624,0.742414,0.55743015,0.7153595,0.53976905,0.6643578,0.8423047,0.8553073,0.7804455,0.8084225,0.82940835,0.52578384,0.71194696,0.7083784,0.5958987,0.5226613,0.4823035,0.49228436,1.2154293,0.78475624,0.50337803,0.56651723,0.76379114,0.6477491,0.5919874,0.87754154,0.5602318,0.79127383,0.5504314,0.57285225,0.5636171,0.6153701,0.44361475,0.48850965,0.5780114,0.45516175,0.82189673,0.5009043,0.65077466,0.52365285,0.4998652,0.52417284,0.60894585,0.5571169,0.5060939,0.17707849,0.16730587,0.08786122
200606,2.2406352,1.9586544,1.5372,1.0978258,1.2168503,1.2942392,1.4215953,0.74230176,0.9096799,0.8293846,1.3561054,1.9254515,0.8391952,1.0277612,0.94900703,1.0818287,0.8109741,0.76031977,1.0156026,1.0381355,0.7623561,0.80879027,0.92427915,0.7757974,0.9388888,0.8333296,0.66609615,0.7651708,0.7221243,0.83780825,0.6668234,0.8891797,0.8755832,1.0612112,0.778515,0.8254157,1.2220416,0.603274,0.76861703,0.71688247,0.883665,0.6161915,0.6182695,0.61937296,1.1537608,0.87658316,0.8758365,0.7643855,0.81426674,0.57939094,0.865311,0.7098084,0.5985806,0.9184519,0.81315047,0.6904724,0.6753891,0.82717204,0.68486154,0.60707664,0.7359087,0.6958267,0.71634424,0.7169937,0.6266261,0.6403791,0.548029,0.64732,0.6708871,0.85298,0.5847566,0.15082583,0.18393317,0.11759439
200607,2.91079,1.8819722,2.1806083,1.593337,1.4063495,1.6794991,1.4503114,1.2606933,1.2380977,1.4557593,1.5134131,2.0986986,1.3576446,1.2635609,1.362574,1.4684125,1.2405467,0.9350151,1.3865007,1.3023491,1.5036215,1.2240359,1.2959882,1.2830034,1.5588348,1.4991874,1.3254954,1.3087765,1.2598746,1.2715365,1.2108734,1.268756,1.1093765,1.4200056,1.3299791,1.5484086,1.1333479,1.3304207,1.3122184,1.3731161,1.3951235,1.1319379,1.2508956,1.1013638,1.433574,1.2632518,1.0942799,1.2236035,1.3740021,0.7480028,1.2609234,1.1306752,1.349614,1.2288773,1.0802379,0.93169713,1.3471383,1.258921,1.409736,1.2975203,1.531353,1.3185401,1.4441451,1.3224052,1.402463,0.90737003,1.1781183,1.3107919,0.80574447,1.3198327,1.2038292,0.28879943,0.3212415,0.10423323
200608,2.2078662,1.2546412,1.3804718,0.81490105,0.75664103,1.1271462,1.2051761,0.64823693,0.7118683,0.6572439,0.764923,1.5551693,0.5318744,0.9967665,0.7271591,0.6241816,0.6237247,0.51135623,0.8133837,0.7109327,0.5646242,0.69758856,0.6468579,0.5336087,0.8026358,0.58935076,0.37328565,0.63440645,0.5767347,0.5745787,0.37988454,0.74817044,0.5666876,0.54799163,0.5996126,0.64702696,0.93237656,0.48061985,0.6518468,0.4851011,0.4539289,0.48301718,0.4240955,0.33088252,1.1192296,0.811082,0.45390382,0.48407313,0.6003613,0.5204085,0.4715019,0.5567817,0.42539912,0.70714694,0.4656772,0.5785799,0.47373927,0.47944632,0.35212585,0.4668061,0.5572612,0.39661056,0.521261,0.48835653,0.64429474,0.5001209,0.40898344,0.3242862,0.58823955,0.50850457,0.3359852,0.14390714,0.1392623,0.08798863
200609,2.5983043,1.429038,1.9841431,1.2844973,0.8817456,1.242897,1.4443531,0.90264565,1.0675704,1.1368595,0.9668611,1.9750682,0.5937861,0.96367556,1.0208342,0.9882604,0.83889157,0.8502554,1.0942035,0.82034075,0.770705,0.7563792,0.98870724,0.72648567,0.97527254,1.0617855,0.7819012,0.9272498,0.7427582,0.71857476,0.93134576,0.8717928,0.83932763,1.0287312,0.83158857,0.92035234,0.9847729,0.534373,0.82019055,0.7382738,0.81737006,0.6707787,0.6823213,0.66731876,1.1837379,0.9662742,0.8351822,0.68440723,0.7835096,0.5474034,0.83068603,0.8340799,0.6661671,0.99150383,0.6049281,0.5134027,0.64947706,0.7243433,0.6947406,0.7123059,0.6451407,0.73896426,0.8623091,0.61006737,0.6432806,0.40984523,0.76212937,0.5872487,0.9194644,0.5978938,0.6870727,0.19874378,0.20966679,0.08735843
200610,1.4613615,0.7904434,0.8112126,0.5732247,0.69407606,1.0354601,1.0099612,0.45952424,0.6112362,0.4984209,0.5435009,1.0910728,0.3942606,0.67117935,0.64219767,0.46811455,0.48239085,0.43186393,0.69405395,0.53793114,0.38206846,0.39644852,0.41028354,0.27848518,0.5982975,0.50845283,0.27054885,0.43024758,0.40738913,0.40880737,0.27620018,0.4781354,0.40660805,0.67595315,0.4479781,0.4998935,0.59587824,0.30902123,0.64910436,0.39868012,0.4377311,0.28761306,0.4211003,0.39502567,0.68867296,0.48181826,0.39367226,0.252534,0.39693353,0.4312793,0.43816808,0.37416852,0.33974594,0.48623484,0.33461052,0.34349447,0.23753795,0.34674802,0.20228028,0.29869908,0.26683143,0.22043137,0.25583977,0.29930213,0.47533906,0.33574194,0.26735976,0.22620028,0.52652043,0.30434787,0.21495122,0.08226468,0.10533781,0.091288
200611,1.9611483,1.5162858,1.3876221,1.1000389,1.0720022,1.3718466,1.4237987,0.6596876,0.8816666,0.7128356,0.92036676,1.5207971,0.64412135,0.89427274,0.98126537,0.8914661,0.5468779,0.78184944,0.99558103,0.874953,0.6237185,0.571943,0.7351467,0.6039231,0.81998295,0.9029616,0.568711,0.99075717,0.70798784,0.637618,0.56378436,0.84699696,0.6454375,0.92424357,0.98656166,0.6808006,0.94451123,0.5646169,0.6984875,0.6011658,0.7810034,0.5448666,0.43410647,0.5416524,1.1206567,1.0134085,0.50051343,0.69140726,0.8719776,0.667386,0.56882346,0.6957723,0.7294548,0.914758,0.5315374,0.44894978,0.56996834,0.6448242,0.41893142,0.52312773,0.7093967,0.4438711,0.6368584,0.6370646,0.67374974,0.48548076,0.5491575,0.46724918,0.5220625,0.5513702,0.4273518,0.13305756,0.2177148,0.091130316
200612,1.963422,1.3037628,1.4169245,1.0000051,1.002396,1.1768266,1.2767715,0.614773,0.727233,0.7006831,1.0099877,1.8393602,0.60932404,0.88532424,0.9274893,0.8444187,0.7455091,0.7719643,0.8313652,0.7454683,0.5518593,0.45387933,0.63776463,0.5455558,0.9126023,0.6886423,0.6392598,0.7087348,0.5152125,0.62019986,0.5827671,0.5672535,0.5490396,1.0106375,0.54254913,0.847404,1.0211574,0.41977003,0.60592324,0.56017953,0.80317795,0.59967136,0.52877915,0.6500525,1.0385278,0.9914853,0.6125464,0.4779433,0.6401831,0.6666917,0.5187682,0.5972317,0.5815926,0.87489647,0.47043958,0.6829989,0.52427953,0.5701882,0.45196366,0.527059,0.69018,0.43094397,0.5096284,0.49420428,0.6741051,0.669006,0.6016529,0.45292467,0.61736834,0.62524986,0.41925362,0.19128133,0.18308184,0.064802095
200701,2.0826116,1.2096256,1.3142728,1.0794094,0.94547707,1.420366,1.4858131,0.7620289,0.9198175,0.7541636,0.8124569,1.725606,0.6579674,1.0032226,1.0642834,0.9076593,0.6097989,0.74980783,1.0201447,0.811382,0.70481616,0.61665875,0.7220338,0.57639736,0.8892066,0.6561901,0.46591303,0.6462495,0.51590335,0.6010653,0.5242759,0.74217784,0.7795722,1.0902263,0.8247909,0.71430725,1.007416,0.4991732,0.8196331,0.63162816,0.64628285,0.5344658,0.5714273,0.5764024,1.0914905,0.7778917,0.5207482,0.49107236,0.6149211,0.6383087,0.62137336,0.7022675,0.55099857,0.9295557,0.51154184,0.60491335,0.5216739,0.51419514,0.32539484,0.44799283,0.564207,0.3851945,0.5774994,0.5512025,0.67408276,0.5785474,0.4994438,0.40767974,0.96064126,0.4862205,0.43075547,0.19645838,0.16696768,0.08275664
200702,3.4877143,3.4336536,3.0729861,3.8570826,3.1659875,3.4526055,3.3631215,3.2391548,3.0258105,3.1668217,2.9863677,2.6321304,3.6638393,3.4842348,2.9127772,3.2083728,2.8158557,2.9521358,3.4234471,3.1329412,3.490233,2.833218,3.0150878,3.4607763,3.9143968,3.1113749,3.2495239,3.2431338,2.8197985,2.8010805,3.0558922,2.9670978,2.9701378,3.2786887,3.3265607,3.5531232,3.0769393,3.150126,3.6510065,3.2544022,3.0371706,3.1115704,3.2819307,3.0332906,3.1295636,2.9030898,2.8593888,2.649553,3.1752193,2.9248002,3.2781005,3.2151973,3.5358105,2.8456569,3.1408107,3.009013,3.541468,3.2079182,3.7125747,3.3508978,3.1855888,3.259844,3.0454075,3.6982555,3.0382857,2.9944735,3.052728,3.265222,0.8345554,3.4597924,3.2006328,0.66031957,1.4869823,0.052806377
200703,3.4707527,3.6381884,3.3729131,4.1839037,3.409933,3.893139,3.5703616,3.6909223,3.394887,3.4375944,3.2250168,2.882135,4.043692,3.933196,3.174782,3.6196926,2.9960124,3.3621647,3.7469025,3.5623252,3.8422627,3.220213,3.3442245,3.752737,4.4234223,3.631045,3.7843397,3.6676402,3.1208258,3.090309,3.3144689,3.383593,3.146522,3.6155527,3.680302,3.9519942,3.4797215,3.4482088,4.0763545,3.7482593,3.533062,3.4509184,3.779884,3.4956617,3.5148594,3.3833077,3.0115957,3.2973688,3.6014187,3.5003686,3.5839539,3.644659,4.142266,3.213449,3.4760296,3.4968617,3.812465,3.6017838,4.069688,3.8281128,3.6750917,3.6201859,3.3329568,4.0001407,3.3408294,3.3998582,3.2091072,3.783458,2.4182305,3.94881,3.543283,1.8302536,2.848745,0.298216
200704,2.2263784,1.647216,1.8132082,1.2209258,0.9366384,1.6098146,1.3482972,0.79435927,1.0780153,0.82998484,1.0340511,1.8812625,0.7206712,1.1752169,1.0306348,1.1484346,0.75273335,1.0565553,0.9297504,0.9944924,0.8199241,0.7432807,0.9135539,0.8681334,1.0318766,1.2625419,0.8875322,0.9540025,0.8407339,0.8070639,0.79320186,1.0652004,0.7390972,1.0096254,1.0693141,1.0582378,0.9020904,0.7782342,0.9194956,0.88456404,0.67378306,0.6994443,0.6357004,0.6286462,1.290189,0.86815226,0.7371088,1.0004487,0.94217694,0.56023526,0.8770904,0.92354095,0.71469903,1.2445515,0.71357936,0.58344346,0.7434192,0.7385989,0.72064143,0.8135842,0.93262887,0.69543844,0.6376156,0.6500735,0.70398134,0.62889963,0.79257035,0.719626,0.96551484,0.6404228,0.7039512,0.21317188,0.17236148,0.16831729
200705,1.8000729,0.90996706,1.0503944,0.8803756,0.7328529,1.3713913,1.3474848,0.70395905,0.9673655,0.67167425,0.61164993,1.361682,0.5886657,0.8030049,0.8925157,0.83264595,0.58580804,0.5994982,0.9163594,0.7612846,0.6045571,0.5838146,0.70301294,0.4247645,0.6153341,0.5128417,0.447782,0.47828886,0.38090152,0.46288556,0.39674208,0.5868861,0.59394073,0.7871988,0.6304468,0.71224976,0.6812253,0.43160146,0.67748576,0.5740514,0.53651565,0.31819642,0.5351471,0.48256472,0.8508588,0.6201965,0.5687752,0.3487642,0.61131495,0.46382096,0.44941312,0.60891324,0.49336502,0.70966566,0.33441728,0.41056713,0.42002657,0.4111272,0.29914597,0.34924138,0.35232246,0.33689868,0.41893983,0.4535835,0.51792943,0.40715575,0.44393444,0.26393697,1.1603427,0.36873043,0.36074588,0.14444914,0.16042438,0.13077849
200706,2.453789,1.9094207,1.947669,1.514907,1.3698713,1.5134963,1.5131325,1.1937014,1.2660356,1.2328234,1.4713253,2.1730363,1.2353916,1.3951582,1.3947575,1.479631,1.2224963,1.2358662,1.3304396,1.4081259,1.4743546,1.1538485,1.4343197,1.370794,1.4223067,1.4368817,1.4361802,1.1673357,1.1918128,1.0922359,1.2381173,1.2629164,0.96732986,1.272123,1.3841764,1.5460291,1.0814832,1.1504467,1.3953315,1.3269361,1.2598002,1.2146708,1.1294726,1.0633584,1.426655,0.9722608,1.2490886,1.1617743,1.3698303,0.76865155,1.225126,1.3040102,1.3799478,1.347548,1.0453949,1.0814242,1.2768826,1.2012547,1.1739585,1.353097,1.2273353,1.2592072,1.0285761,1.2191778,1.1494039,0.9774112,0.998468,1.2403181,0.78977734,1.3037344,1.2607006,0.30337617,0.20483892,0.11532028
200707,3.349289,3.2792394,3.0617237,3.8591194,3.1895115,3.4692676,3.3304796,3.3315308,3.0428648,3.0946336,2.9119554,2.5438364,3.6265519,3.4929566,2.9347544,3.2675514,2.7542627,2.9180162,3.3368673,3.1366715,3.4289591,2.7944329,2.9731488,3.5053797,3.8717244,3.1600566,3.3044834,3.2273195,2.7998314,2.8456473,3.0715132,3.0163877,2.915609,3.2420502,3.3327346,3.443495,2.969149,3.0286844,3.606446,3.244309,3.0618458,3.1482947,3.3614748,3.1124632,3.1235065,2.9345915,2.6935093,2.7943711,3.1569755,2.9209757,3.2920105,3.3544447,3.793542,2.8310354,3.1050076,2.9654078,3.5429907,3.2257476,3.6712005,3.2202756,3.2750473,3.2683604,2.9041233,3.7331495,3.1831276,2.952113,3.015987,3.4424868,0.88818896,3.4385083,3.1082351,0.45010096,1.5125655,0.032747008
200708,1.892537,1.6647319,1.3698397,0.88985825,0.95219433,1.5546833,1.3321244,0.68981177,0.9074246,0.8822707,1.1260955,1.7752343,0.6292401,1.0306202,0.99380594,1.0894542,0.85340947,0.8961644,0.97922194,0.8998176,0.8221487,0.6846125,0.71412796,0.69955176,0.94801414,0.78855646,0.56578267,0.9962103,0.6291399,0.84559685,0.6482619,0.8101375,0.7401637,0.81654346,0.7405951,1.085243,0.9708812,0.69076574,0.8276599,0.66554356,0.63909584,0.63627875,0.60502106,0.58849615,1.1891211,1.0372902,0.58246505,0.6162628,0.80333257,0.601084,0.71460503,0.8322024,0.58745253,1.0792103,0.5498881,0.5761993,0.5613439,0.6569246,0.60885864,0.5230857,0.68695056,0.6289042,0.7462793,0.59012264,0.76635724,0.6197051,0.71711665,0.5765087,0.5884428,0.6616314,0.5556969,0.17876305,0.22717813,0.06684833
200709,1.7862041,1.1019027,1.1612376,0.64229333,0.69240963,1.2259051,1.2241669,0.67410064,0.8580987,0.66455734,0.7421411,1.5440971,0.5442307,0.7799463,0.71739376,0.7423038,0.55237746,0.7420366,0.8407921,0.7758348,0.4966751,0.58294004,0.67303133,0.46306372,0.6876049,0.6383913,0.48255283,0.54544073,0.37504873,0.48811013,0.3992344,0.55385447,0.6401718,0.63210213,0.6192715,0.6027496,0.7833447,0.4129258,0.60910225,0.54511774,0.44551733,0.45279726,0.40458935,0.5284188,0.78410983,0.58883864,0.48935726,0.39002118,0.63702583,0.4660043,0.5287836,0.48514897,0.4081833,0.76075524,0.35824883,0.4074112,0.44191,0.45247433,0.34237152,0.30571353,0.43613482,0.36927682,0.3979053,0.3722661,0.6613591,0.32920778,0.3701082,0.3027158,0.6569033,0.4071421,0.33341375,0.15330791,0.17897616,0.090766385
200710,2.3275113,1.4016222,1.9646629,1.2173786,0.88206905,1.5720447,1.3882781,0.76776004,1.0390726,1.0272112,1.094227,1.9616134,0.76349735,0.882403,1.0241753,1.1830513,1.093484,0.95648813,1.04917,1.0353309,0.72961545,0.75905055,0.9281656,0.8302276,0.83960867,1.003666,0.6968109,0.8508334,0.76971394,0.8091714,0.80944663,0.99894315,0.8210787,1.069116,0.975219,1.0847793,0.78204805,0.7093869,0.8470951,0.73015374,0.67167354,0.84006256,0.7600407,0.58105296,0.9601906,0.8480087,0.6291836,0.69712114,1.0022444,0.6799755,0.63261926,0.8939282,0.65357476,0.8289798,0.6810108,0.577815,0.7520604,0.53502953,0.5981976,0.7070363,0.7659073,0.6143436,0.78791577,0.69033265,0.7682959,0.70504844,0.66324663,0.6621212,0.70390713,0.6799839,0.6713953,0.2900366,0.36510542,0.14269392
200711,2.4657202,1.4047791,1.8617402,1.355522,1.0331793,1.4948258,1.3087034,1.0262774,1.1433464,1.1251276,1.3429315,1.8993852,0.92268,1.1561928,1.1540533,1.1535254,1.0509375,0.95500416,0.93565726,1.0639383,0.95556855,0.82455736,1.1017033,0.899821,1.1372232,1.0311025,0.78700376,0.9144184,0.8464963,0.94091266,0.8747812,0.97444034,0.92464375,0.9915658,1.0883678,1.1236196,1.0060735,0.7346841,0.900933,0.8202109,0.9473452,0.75329286,0.6856346,0.8268948,1.2619755,0.9155708,0.9524155,0.94720304,1.190287,0.59427196,0.8015925,1.01372,0.92035896,1.053471,0.7937387,0.61049217,0.92183906,0.909611,0.6654985,0.838756,1.0236397,0.74508363,0.8002493,0.8283038,0.81446886,0.78008187,0.77845234,0.7471946,0.72200346,0.9321273,0.7134182,0.28914452,0.23124924,0.097160235
200712,2.282512,1.3476723,1.5980409,0.9136861,0.77551347,1.3360335,1.0880393,0.6409684,0.8656835,0.8119632,1.104237,1.8639783,0.47807074,1.0106196,1.1165648,0.8818073,0.8639201,0.6968559,0.7405648,0.59283787,0.5999079,0.78489685,0.84801817,0.59470874,0.72324866,0.79453003,0.6394348,0.7637746,0.6558,0.5213748,0.5062048,0.8462257,0.63902366,1.0014068,0.81222355,0.88099265,0.99312675,0.5477946,0.63254035,0.56562835,0.5120746,0.67662567,0.5469134,0.47061336,1.034654,0.8546466,0.61351323,0.64317286,0.6216978,0.51928335,0.6273534,0.5891191,0.5433314,0.74257576,0.42628324,0.5062284,0.64985347,0.6039015,0.38643774,0.534399,0.7017637,0.44409177,0.5235018,0.42039868,0.73169273,0.5146915,0.4593994,0.52454525,0.5290699,0.56725574,0.506711,0.15833534,0.17619212,0.10613166
200801,3.6849697,3.691848,3.4703872,4.320525,3.560108,4.064919,3.7232525,3.6713915,3.576006,3.5471075,3.203295,2.9266384,4.133399,3.9318986,3.3284533,3.692321,3.1329422,3.4536965,3.9071093,3.5741837,3.979317,3.2211504,3.4897516,3.8466122,4.5144477,3.6800897,3.6871505,3.6912305,3.1773908,3.2241158,3.3835142,3.3861182,3.4219868,3.8160973,3.7884212,4.046781,3.464688,3.4918725,4.093485,3.7582629,3.551767,3.57917,3.676588,3.6752145,3.467548,3.4556253,3.226396,3.1816497,3.6262293,3.7088108,3.8031485,3.6610894,4.2726107,3.270814,3.5696466,3.6692426,3.8840945,3.7132657,4.235224,3.777468,3.6773007,3.7109141,3.4892213,4.281482,3.3508277,3.410363,3.3672113,3.9298587,3.105702,4.0512443,3.7352443,3.160563,3.478224,1.3226963
200802,3.69092,3.7136974,3.5119507,4.309614,3.5373945,4.075157,3.794324,3.7646465,3.6460712,3.5473552,3.24607,2.9284093,4.148514,4.010769,3.3691523,3.6343174,3.0967574,3.3579957,3.9250937,3.6242728,3.8587954,3.176819,3.4524896,3.821861,4.5413485,3.6076114,3.6370513,3.6750996,3.2231936,3.141968,3.4046133,3.4197571,3.4377077,3.7621274,3.8480914,4.0708437,3.4310226,3.4985073,4.054777,3.8160756,3.5192027,3.6302571,3.8163297,3.6928072,3.4999185,3.4085288,3.145334,3.2087114,3.6564453,3.6825075,3.8072965,3.7335823,4.2046156,3.35942,3.5160916,3.5463934,3.952866,3.719624,4.222464,3.8370373,3.6398172,3.6955543,3.4310234,4.2012415,3.4280224,3.3687608,3.502986,3.8515122,3.083473,4.1432776,3.6384087,3.1494906,3.460021,1.2929746
200803,3.655833,3.6149068,3.4216254,4.288933,3.589561,3.9629152,3.7771637,3.7118812,3.56286,3.5363553,3.1951127,3.0121427,4.046394,4.024258,3.377839,3.6994095,3.027,3.4874141,3.9133961,3.6186817,3.8817275,3.2341542,3.4867682,3.8436642,4.492755,3.606681,3.7362373,3.6941414,3.2761664,3.1051605,3.4236498,3.3025548,3.379401,3.7806873,3.817799,3.9540777,3.4942923,3.4944513,4.11135,3.9665124,3.6407182,3.5876172,3.7583914,3.6625333,3.5085948,3.426951,3.0763159,3.181945,3.6242385,3.6731312,3.793913,3.7040522,4.2821565,3.320586,3.5136406,3.5462983,3.9032269,3.6939704,4.2122483,3.8007526,3.711631,3.6817784,3.4729142,4.1986732,3.3875842,3.4549491,3.4567392,3.8708813,3.0911813,4.079871,3.7269456,3.1767046,3.5332556,1.281491
200804,3.6847277,3.7122707,3.4328666,4.3417373,3.443269,3.944514,3.81665,3.6853287,3.5248454,3.553753,3.2010791,2.9543762,4.1255946,3.9928052,3.3694422,3.6566324,3.112393,3.3606865,3.8683858,3.6405394,3.936784,3.1776907,3.4686902,3.9589422,4.445058,3.569594,3.650994,3.6262004,3.1909873,3.2155511,3.4178548,3.4569921,3.3430815,3.7405834,3.9149823,4.0031943,3.4904451,3.5615401,4.165721,3.8463497,3.5804694,3.50603,3.721223,3.7298133,3.586222,3.4662304,3.242316,3.2153814,3.616157,3.7135646,3.8438756,3.7241554,4.26091,3.237742,3.4864233,3.662177,3.863261,3.8264306,4.267889,3.7842457,3.7179582,3.67051,3.435496,4.196403,3.4683816,3.433417,3.4749634,3.8620603,3.0369656,3.9956152,3.6738718,3.2457578,3.539661,1.295415
200805,3.7225344,3.7092543,3.505795,4.3300247,3.5470243,4.027179,3.8007624,3.786929,3.5087056,3.526196,3.40186,3.0667474,4.1778026,4.0510917,3.3107677,3.6652794,3.1212564,3.3867447,3.869176,3.6094315,3.8796306,3.2706025,3.448057,3.857309,4.460774,3.4868562,3.6891568,3.6902227,3.121743,3.1467237,3.4459949,3.3582544,3.2695267,3.776062,3.8282015,3.9884377,3.4834526,3.4664993,4.08804,3.8305938,3.6229947,3.65969,3.7056952,3.6781013,3.573546,3.3932369,3.1346872,3.2713299,3.6252291,3.6150806,3.7296948,3.6705859,4.2076693,3.279985,3.4042647,3.7667785,3.9240248,3.7362127,4.129755,3.6854308,3.7149978,3.6287627,3.4958487,4.2959437,3.438906,3.3695982,3.462621,3.8577595,3.0498116,3.9713397,3.6951194,3.241844,3.6170952,1.2523963
