,STreversal,Mom6m,Mom12mOffSeason,MomSeason,ResidualMomentum,Price,AnnouncementReturn,BookLeverage,BMdec,AM,MomOffSeason,IdioVolAHT,IdioVol3F,zerotrade1M,CBOperProf,Size,MaxRet,MomSeasonShort,EarningsSurprise,IntMom,IndMom,ChTax,zerotrade12M,BidAskSpread,Mom12m,ReturnSkew3F,LRreversal,Herf,BetaLiquidityPS,zerotrade6M,DolVol,BPEBM,CoskewACX,Tax,Investment,Leverage,CF,NOA,EquityDuration,cfp,RoE,ShareIss1Y,Accruals,DelLTI,RevenueSurprise,OPLeverage,GP,InvestPPEInv,ChNWC,CashProd,ChAssetTurnover,EBM,ChInvIA,IndIPO,grcapx,hire,VolSD,ChNNCOA,ChInv,DelCOL,ReturnSkew,DelFINL,TotalAccruals,PctAcc,ChEQ,DelNetFin,DelCOA,dNoa,ConvDebt,DivInit,DelEqu,AssetGrowth,DivOmit,RDIPO
200504,3.3622959,4.008197,3.4035807,3.379114,3.648189,3.728295,3.4921496,3.780798,3.5453598,3.7396047,3.6973686,3.480365,3.6573493,3.6483915,3.6077864,3.79798,3.6379335,3.3882494,3.7512703,3.4890938,2.8324075,3.0982969,4.008673,3.3028607,3.3333273,3.5007153,3.3733995,3.028601,2.9138675,4.3199162,3.818684,4.026694,3.7337487,3.040332,3.5479233,3.6421678,3.0750287,3.2502275,3.5380874,3.2027783,3.4213777,3.3799217,3.36377,3.312711,3.14185,3.6226768,3.326191,3.2120097,3.2007623,3.0918698,3.3906064,3.4868946,3.4533591,1.7303289,3.215888,3.6758368,3.6662934,3.3830233,3.517862,2.8631418,3.1580884,3.86226,3.3768852,3.7345817,3.4862845,3.7012544,3.5454159,3.4192972,3.4298892,2.2024624,4.028559,3.229048,1.7368081,0.16157262
200505,1.4393289,1.0305521,0.64054066,1.2245419,0.65538955,1.0283394,0.7447737,1.1012691,0.63520616,0.8519414,0.9111917,0.8233903,0.5114979,0.50258934,0.9385039,0.44366977,0.88928735,0.7439679,0.651868,0.9725857,1.4940153,0.7043334,0.43064937,0.9489607,0.6396563,0.61338896,1.0723648,0.73022044,0.52396065,0.5149157,0.735021,0.6437246,0.49981642,0.53491783,0.41401163,0.651622,0.43069303,0.66260165,0.37459958,0.5663406,0.6079924,0.4989615,0.4682473,0.53895646,0.56293887,0.5954358,0.580009,0.42821947,0.5248269,0.5467801,0.45203096,0.6441879,0.6323823,0.68207794,0.47102648,0.46466798,0.50149417,0.41458285,0.44912234,0.38454944,0.39146456,0.4509151,0.40749413,0.4722323,0.37772954,0.33182386,0.38332132,0.34998003,0.6100979,0.17723252,0.32316396,0.43940613,0.19244367,0.10412207
200506,3.3513248,3.9609005,3.2680838,3.2958057,3.7256753,3.772232,3.5115905,3.6703296,3.5688455,3.7358587,3.6059859,3.5279417,3.5331738,3.4903703,3.5548325,3.8310916,3.4810865,3.4073582,3.639201,3.6110828,2.9013844,3.0409448,3.98038,3.3044677,3.3275154,3.3904424,3.4304683,3.1043947,2.8620229,4.233487,3.7468598,3.965487,3.836088,3.2355683,3.6643548,3.5138779,3.0865397,3.1074872,3.2345283,3.2699466,3.4671552,3.2566366,3.322401,3.3004146,3.0248497,3.5108504,3.315569,3.1750784,3.1512167,3.1954608,3.4524148,3.4533355,3.4510539,1.7789124,3.3170137,3.6785476,3.5834677,3.4599593,3.406177,2.888451,2.982896,3.9679961,3.418418,3.6953428,3.562699,3.7486355,3.4118993,3.40034,3.3277106,2.4762735,4.015609,3.1567252,1.7388037,0.15465866
200507,1.3593303,0.9734708,0.7786933,1.3614826,0.5850797,0.983111,0.7929131,1.0231118,0.64163804,0.7741895,0.8027246,0.66080695,0.48233217,0.5055781,0.89495677,0.49528617,0.7568961,0.701824,0.68028855,0.94380754,1.5239778,0.6714021,0.5078135,0.84685147,0.63235873,0.76021874,0.98184747,0.9708222,0.6639253,0.44173878,0.72168773,0.71723527,0.64919895,0.64402014,0.40365896,0.5534534,0.5997288,0.60764784,0.36850095,0.7015749,0.6010647,0.4425204,0.42262742,0.36140192,0.502582,0.43144375,0.67148584,0.33755696,0.41462272,0.471221,0.4364672,0.5134485,0.5531703,0.34738928,0.42047963,0.4344833,0.40841445,0.51139545,0.44909576,0.35667866,0.38857672,0.51010484,0.4478748,0.45203584,0.450424,0.4596975,0.4623175,0.3323793,0.45578355,0.12995905,0.31222907,0.38242096,0.21686168,0.077996075
200508,3.1516867,3.4043067,2.7099266,2.7830548,3.2585566,3.1837735,3.0596924,3.047694,2.9042206,3.043105,3.1544063,2.85473,3.0630128,3.0431468,2.9876947,3.404,2.9173777,2.7213974,3.1848898,3.0034912,2.55873,2.632976,3.4107337,2.7722855,2.8316958,2.9492402,2.922782,2.7060964,2.3397188,3.6753118,3.356047,3.4463794,3.153409,2.5143168,3.0078008,2.880806,2.6721313,2.547296,2.7785673,2.5600483,2.9139478,2.7453532,2.886866,2.61206,2.5968287,2.9150815,2.7861457,2.8161135,2.718491,2.6726766,2.884721,2.922903,2.8297725,0.31749767,2.6188717,3.2463984,3.1112611,2.985111,2.9193883,2.5204499,2.6379209,3.421999,2.9180112,3.2190146,2.9759004,2.9860322,3.0212488,2.8286855,2.5641735,0.7516633,3.4966185,2.7236454,0.5714952,0.04487084
200509,2.6152127,2.7020102,2.1931763,2.2511752,2.449227,2.5888972,2.4334686,2.3144116,2.2855287,2.3037796,2.3664587,2.014388,2.3452485,2.3507843,2.350324,2.6870174,2.1784065,2.1502736,2.2629576,2.363161,2.152784,2.0555332,2.5265286,2.1096845,2.135959,2.2933142,2.2789595,2.1113024,1.8328398,2.828299,2.6333592,2.597897,2.5165489,1.9705315,2.356057,2.057485,1.9241245,1.7543112,1.9863509,1.875024,2.2144701,2.0714803,2.1100013,1.7481099,2.0312335,1.9820005,1.9995674,2.0412884,2.0802977,2.013273,2.205656,2.184315,2.1456764,0.32179105,1.9272665,2.2691238,2.4572806,2.2356122,2.3127925,1.9192305,2.0654705,2.4014378,2.1541271,2.2912724,2.1985664,2.3257475,2.225027,2.0591307,1.7514148,0.12385853,2.4469714,1.9660145,0.16367958,0.06960209
200510,3.1600053,3.2967398,2.8460987,3.004515,3.2300045,3.2413428,3.1429067,3.1382475,2.9290853,3.0446877,3.091207,2.8820407,3.016534,2.992391,3.0276046,3.3488421,3.0935092,3.0217226,3.09004,2.988019,2.4062836,2.689242,3.4045146,2.8099327,2.8300533,3.02524,2.9377315,2.7551248,2.513291,3.7078707,3.2595716,3.3612943,3.2046466,2.6721027,3.0909085,2.8879194,2.5864766,2.5426967,2.8664658,2.6335897,2.9217732,2.726081,2.9049382,2.76822,2.7997227,2.991809,2.7006116,2.7719564,2.7631917,2.661802,2.9235048,2.9510071,2.9340131,0.39755937,2.7382636,3.0885897,3.1395743,3.0014625,3.0703793,2.5038524,2.6124601,3.342744,2.93219,3.304916,3.067325,3.091245,2.8612223,2.9936562,2.5792217,0.8570535,3.3940046,2.7243211,0.38737306,0.036190476
200511,0.9518721,0.7950953,0.6077176,1.0218607,0.46620303,0.91382396,0.7468642,0.83250827,0.69044,0.7471831,0.8512125,0.64116836,0.39740428,0.43877855,1.0106302,0.4559997,0.7387256,0.5717901,0.51820356,0.88189256,1.4446783,0.60530996,0.3710388,0.78902763,0.5312153,0.72218966,0.8157345,0.7282833,0.60412216,0.37039557,0.59766847,0.4282514,0.5122792,0.48882142,0.41627032,0.5183576,0.46392235,0.57410246,0.34331664,0.5763664,0.3945994,0.37351054,0.36957228,0.396335,0.48776212,0.44045812,0.5230007,0.30683953,0.471787,0.3778273,0.370429,0.5380986,0.59220237,0.26233,0.35816365,0.36077628,0.4436188,0.50916004,0.31319362,0.33495465,0.4279658,0.37187904,0.35502934,0.53541005,0.431545,0.34525555,0.38054278,0.36957648,0.47897515,0.15411183,0.29701015,0.45259503,0.17968057,0.05266865
200512,1.7737668,1.0955852,0.9164003,1.6094204,0.9160722,1.3007346,1.0928047,1.3282027,0.93173414,1.1549147,1.0963421,1.0363142,0.69140965,0.73651785,1.2403039,0.7427091,0.8983933,1.0498854,0.7486408,1.1260904,1.8063982,0.95907205,0.6984846,1.2027243,0.84341484,0.7091262,1.2799393,1.137148,0.9917993,0.56109464,0.85294604,0.77099013,0.8178459,0.81318015,0.69866174,0.8963166,0.7679124,0.68398696,0.6544315,1.0445902,0.87456185,0.59721875,0.84182674,0.61745447,0.96410525,0.6416016,0.6716598,0.5684892,0.71197754,0.6248178,0.7404477,1.0372999,0.6437689,0.7818555,0.70265985,0.5888322,0.6206137,0.5895895,0.6560453,0.67857146,0.6925612,0.70433134,0.6846769,0.62697476,0.52353066,0.62758446,0.610798,0.528008,0.704638,0.22504069,0.3750162,0.60068953,0.24864545,0.15732373
200601,1.098274,0.7782407,0.6224474,1.1223567,0.64004266,0.72309893,0.82194245,0.8028832,0.5529996,0.644805,0.73333555,0.5089103,0.34363607,0.42417645,0.9397394,0.41196764,0.6059063,0.5965224,0.4636734,0.6359222,1.7125775,0.59359616,0.39240086,0.56466997,0.5968328,0.5601935,0.8325117,0.8054778,0.56300807,0.36265627,0.49345416,0.5928814,0.46227846,0.5423864,0.31238776,0.45542514,0.4532125,0.70116025,0.3098612,0.53058076,0.56682146,0.5037557,0.5065433,0.46621934,0.45087504,0.4771907,0.48349243,0.3898075,0.4730304,0.35782346,0.4154085,0.50275505,0.4924229,0.25715664,0.34682047,0.37975004,0.39654493,0.40714806,0.378589,0.3775202,0.53512573,0.47124657,0.33542922,0.3129915,0.39129037,0.39791635,0.35336164,0.41308647,0.46690536,0.1618154,0.37344247,0.4249713,0.13674904,0.08179117
200602,0.7742508,0.60505277,0.42878205,1.2773182,0.55097246,0.5126669,0.9194261,0.58841693,0.33445624,0.6311235,0.6182062,0.43778896,0.33181107,0.43338928,0.81847125,0.3470319,0.46551,0.4990925,0.37740862,0.6015251,1.2231883,0.4865725,0.28307435,0.3553547,0.4252296,0.5059391,0.674732,0.7147293,0.47718728,0.23152992,0.32420814,0.38287196,0.38067985,0.46331915,0.32898742,0.4423787,0.43060455,0.52216566,0.26980284,0.593039,0.39285183,0.50121534,0.3811528,0.3602165,0.46826464,0.4102754,0.44887397,0.34529838,0.3166652,0.3623245,0.33943993,0.48307678,0.58201885,0.3073658,0.39428303,0.3144613,0.29695144,0.26916096,0.2498933,0.37365124,0.33127263,0.38215637,0.20690686,0.37236637,0.358873,0.38889915,0.36563972,0.25685972,0.3605316,0.13141416,0.3376424,0.345527,0.099619366,0.075225025
200603,0.85869735,0.7318653,0.398932,0.8613172,0.5697585,0.4773846,0.7512789,0.6028833,0.51443094,0.65289885,0.6385614,0.33744952,0.26161525,0.3078502,0.82932174,0.35428026,0.5325201,0.48500407,0.34717852,0.56061685,1.1993855,0.44210368,0.26193437,0.4482749,0.4708814,0.46631756,0.70443064,0.5847128,0.4013151,0.25550094,0.41892582,0.50924164,0.3977897,0.46520454,0.45218194,0.44434708,0.4273459,0.5380449,0.3720469,0.5083219,0.45184895,0.37845305,0.40655035,0.41755718,0.40810332,0.27554196,0.45866156,0.32054323,0.3499302,0.25495055,0.38300171,0.5320942,0.5861497,0.16161476,0.34047613,0.43738845,0.31939343,0.39372236,0.27979407,0.42815322,0.3598379,0.39026245,0.3187005,0.4344384,0.33818358,0.33066726,0.2710113,0.34761173,0.33072552,0.17600422,0.26058537,0.37956658,0.1404339,0.06653128
200604,2.227051,2.5469477,2.1479988,2.0441673,2.4261649,2.4571645,2.461864,2.0740542,2.2183468,2.269975,2.3271277,2.2862213,2.2799997,2.2598584,2.1789832,2.4603493,2.2001276,2.1951265,2.4659953,2.2506638,1.6995853,2.068795,2.485269,2.013116,2.0499732,2.2182457,2.0110822,1.8789638,1.9192355,2.638805,2.7030892,2.5236688,2.3813963,2.0941389,2.3412905,2.0374935,2.0321012,1.8578024,2.1656885,1.9039184,2.353363,1.9947965,2.1292987,1.9718463,2.0392663,2.1518078,2.028145,2.087273,2.0068152,2.063531,2.2189898,2.2082956,2.188078,0.07454409,1.9843128,2.389004,2.3528304,2.4735866,2.2596037,1.925381,2.0446217,2.4521377,2.1111395,2.337264,2.3492594,2.2575858,2.189718,2.2329915,1.8589368,0.11754741,2.5793467,2.0734115,0.09444734,0.02324483
200605,1.7393067,1.6710591,1.4590293,1.455707,1.5370522,1.6156243,1.7241837,1.2824699,1.4576116,1.5050452,1.412894,1.210973,1.2911392,1.428533,1.5406129,1.5024071,1.3717608,1.3415663,1.6093177,1.4745632,1.4168838,1.2746513,1.5338732,1.1293012,1.3458693,1.4402786,1.4081901,1.2334772,1.3083116,1.6857787,1.7171764,1.6709926,1.4493891,1.3788222,1.1826607,1.2240845,1.254812,1.1540438,1.3132757,1.1425525,1.4635628,1.1964912,1.2388008,1.1328266,1.2075759,1.2253475,1.2586297,1.3262461,1.2692461,1.3557323,1.391299,1.4281193,1.347437,0.18626893,1.1218555,1.4417192,1.5373338,1.4922556,1.4435133,1.1993867,1.3008814,1.6209755,1.3839436,1.523748,1.3097723,1.4392546,1.3450716,1.2518377,0.94896954,0.10171404,1.362477,1.3921018,0.13628913,0.06871181
200606,0.73540556,0.6312422,0.46302575,0.88571626,0.5518095,0.54667723,0.60612106,0.71939343,0.41772628,0.623616,0.5533801,0.4408611,0.29895106,0.3030112,0.797297,0.32445326,0.5030159,0.58021486,0.36884707,0.5516963,1.2223848,0.35000855,0.33294863,0.49287868,0.4455944,0.49959463,0.7109187,0.68769115,0.40851787,0.20775141,0.39934325,0.40458792,0.3471461,0.35074896,0.30246425,0.4130192,0.2653936,0.54552114,0.29006207,0.47466823,0.38881618,0.4005862,0.23672253,0.30804336,0.30303404,0.2919446,0.43686157,0.2466478,0.27828082,0.23892133,0.29536414,0.3386537,0.39699042,0.295454,0.25038424,0.33861175,0.30251467,0.38419202,0.2594593,0.31763875,0.27555704,0.33315554,0.270453,0.37573195,0.30626923,0.25662437,0.2167435,0.23347048,0.36578777,0.15068454,0.2113435,0.30193222,0.138666,0.06835025
200607,0.8821093,0.6738968,0.54694146,1.0687112,0.57564807,0.7272501,0.7243207,0.66256505,0.3005162,0.7178965,0.5656551,0.51455855,0.3463634,0.34490797,0.7361354,0.39450324,0.4581474,0.6517482,0.42879558,0.6491885,1.0689776,0.8609121,0.317765,0.38449895,0.53409743,0.6030918,0.71223843,0.706829,0.40306294,0.3705949,0.41308036,0.6017763,0.5106744,0.39258936,0.3956803,0.49726546,0.41309777,0.587339,0.3064243,0.44178486,0.46997938,0.6638818,0.3769931,0.33357048,0.40140715,0.42557842,0.47942686,0.44162425,0.22179975,0.37166718,0.40373805,0.5274465,0.5083789,0.3353032,0.4355114,0.3129426,0.28276005,0.4736828,0.36389637,0.42113957,0.54047906,0.37632987,0.4180463,0.38556665,0.4365945,0.41446254,0.40117157,0.36731175,0.39210057,0.14066961,0.40706074,0.45961627,0.06608683,0.0831688
200608,1.5664804,0.9563857,0.9022856,1.4517764,0.87650645,0.90823716,1.1801119,1.0713981,0.68696135,0.8848006,0.84562516,0.6971098,0.70043075,0.6869634,0.9542504,0.8993095,0.69571364,0.82297736,0.89634776,0.95313007,1.3938906,0.8369059,0.7798045,0.66190916,0.76506805,0.8726265,1.0069724,1.0082967,0.741646,0.8053522,1.0584089,0.94271725,0.6991897,0.7644954,0.7188192,0.61072224,0.727564,0.8600266,0.7202641,0.64170027,0.78428215,0.77665395,0.7643788,0.62532276,0.7559353,0.5505481,0.88414234,0.71437174,0.6198052,0.6252903,0.83133036,0.8715572,0.71299845,0.25021333,0.6959013,0.80733645,0.7451786,0.81591713,0.7992989,0.5854592,0.7707182,0.77856714,0.71702266,0.7060113,0.80504876,0.80533844,0.756622,0.6875853,0.50584143,0.15879963,0.8287603,0.7715367,0.094274156,0.060629494
200609,0.9448161,0.810368,0.5950489,0.9031096,0.4892522,0.6584026,0.68034846,0.7553561,0.5891792,0.70375353,0.67324567,0.45921376,0.35493526,0.32426867,0.66156715,0.29923248,0.5737545,0.5109267,0.48083815,0.63578415,1.2064139,0.49922717,0.31714886,0.5365744,0.56685394,0.44077748,0.72377974,0.70830685,0.42633992,0.36567408,0.42971712,0.4126835,0.47668353,0.4914552,0.27524093,0.51488715,0.41509932,0.43098554,0.28351933,0.54729325,0.44990465,0.3889767,0.33207995,0.32298708,0.34847054,0.42962718,0.46941286,0.38386795,0.28190812,0.3957409,0.29932034,0.42992693,0.44345036,0.38500938,0.31755227,0.26825705,0.26248038,0.3535204,0.35970533,0.32588053,0.37155953,0.32058856,0.28839383,0.39707062,0.244924,0.35053378,0.23636624,0.25877848,0.35350585,0.08602274,0.23314883,0.28065634,0.16429959,0.08099964
200610,0.93587464,0.604351,0.51845866,1.019873,0.42073742,0.76143056,0.6345555,0.5175748,0.29131088,0.7268261,0.58615714,0.38718396,0.3668558,0.3511225,0.68514925,0.47757962,0.41843933,0.60528636,0.40183258,0.4617259,1.1973394,0.49726364,0.2984637,0.47588357,0.3114731,0.5434143,0.74303514,0.7677631,0.45408657,0.28981388,0.49008402,0.4630973,0.38916785,0.43951967,0.32399547,0.5166406,0.45656213,0.5439883,0.35157856,0.50613606,0.42011732,0.43950263,0.29540166,0.2937955,0.43346307,0.30272084,0.5890275,0.29730245,0.39170298,0.28277913,0.34598944,0.46228364,0.36552837,0.14785048,0.32793325,0.37518618,0.3416236,0.33989546,0.33211082,0.33660665,0.36353225,0.3076304,0.4047983,0.30464476,0.22017725,0.33307216,0.22751127,0.24947073,0.40323675,0.18162344,0.24773487,0.3453708,0.10799163,0.042484008
200611,1.5707477,1.6546624,1.4821433,1.3763534,1.4196757,1.6214098,1.4944942,1.1784773,1.3507004,1.4297365,1.285528,1.1624547,1.3036623,1.4440057,1.4338324,1.5109196,1.2082789,1.2592007,1.64895,1.4277396,1.3346865,1.3005775,1.6047162,1.0707595,1.3273263,1.3994288,1.3780915,1.2598351,1.2704822,1.5039645,1.7077067,1.6803663,1.2899742,1.230608,1.2575207,1.2206947,1.2263774,1.0790436,1.2667959,1.2057273,1.3416135,1.2281352,1.2271438,1.13781,1.2361413,1.194281,1.2908982,1.2559625,1.1405582,1.3439466,1.2906324,1.3137606,1.3317353,0.18026361,1.0781778,1.4127672,1.4847605,1.3718941,1.429408,1.1698977,1.1967224,1.4054215,1.3080839,1.3604629,1.444639,1.3929423,1.2849957,1.2726814,0.8133401,0.10868733,1.5933366,1.2722641,0.16445561,0.085026555
200612,1.3740431,0.9076459,0.8108275,1.3928227,0.6931599,1.0399038,1.1410037,0.9709412,0.6146842,0.92896533,0.7175174,0.6414541,0.54541296,0.62095904,1.0732056,0.73141104,0.65731037,0.66666967,0.6276217,0.7211557,1.3577017,0.7185328,0.614671,0.6750215,0.7909029,0.67465526,0.8581563,0.7278981,0.67450905,0.48165682,0.7166953,0.65495574,0.68094283,0.48789585,0.52323353,0.6423695,0.55177563,0.6277887,0.44893593,0.6398873,0.6206117,0.5744194,0.69153655,0.48341268,0.58450806,0.5784878,0.5483141,0.48446465,0.75243247,0.609963,0.6499644,0.9038925,0.75462407,0.17787251,0.5185576,0.6356518,0.5504438,0.78276557,0.60355234,0.66081065,0.7003587,0.63554555,0.5624786,0.5419148,0.6545216,0.5749391,0.5227697,0.51643693,0.45633394,0.19098023,0.63096935,0.5246224,0.13613176,0.05681029
200701,2.3272948,2.5548933,2.2079744,2.2693725,2.413994,2.5154514,2.2911952,2.173364,2.1860147,2.2006023,2.356387,2.171486,2.2549033,2.2577324,2.2258952,2.392523,2.187294,2.291314,2.6599913,2.3510964,1.7319083,2.1182702,2.6300306,2.0114067,2.0947454,2.228364,2.0139158,1.9150349,1.9737854,2.6388736,2.7922738,2.6664388,2.3607094,2.0235593,2.2546306,2.0751324,2.0645242,1.9275826,2.2282195,2.0028307,2.4614704,2.01903,2.0091326,1.8556689,1.9276692,2.0890992,1.993251,2.1474323,2.016439,1.9950795,2.19704,2.1788778,2.2282097,0.10342659,1.9578471,2.394251,2.438817,2.3595304,2.3233287,1.9702607,2.024116,2.421692,2.190137,2.338867,2.2841473,2.345094,2.2023902,2.192401,1.7047943,0.13827635,2.5739672,2.0983727,0.14491592,0.027783608
200702,2.15362,2.6901603,2.3646994,2.1981993,2.4717662,2.4406197,2.1570868,2.1066248,2.1190608,2.2829688,2.388504,2.2219422,2.2127984,2.2724984,2.198862,2.4385774,2.2805061,2.2702806,2.5585146,2.3327358,1.8002583,2.0672233,2.513062,2.004007,2.1211915,2.1758313,1.9951751,1.7773721,1.9538213,2.6320786,2.7692358,2.5209413,2.4132552,2.0044868,2.2661254,2.0863917,2.103458,1.9344937,2.0970676,2.0444477,2.327784,2.0702894,2.1203644,1.915853,2.0479069,2.1571052,1.9776418,2.0881312,2.061746,2.0533957,2.161695,2.2217233,2.287578,0.07661493,2.0290682,2.3646545,2.349938,2.3787475,2.204629,2.0266335,2.0294585,2.53602,2.199203,2.273465,2.352133,2.2892606,2.3192313,2.2858238,1.8467014,0.12348675,2.6917102,2.064138,0.05371912,0.013329329
200703,2.291455,2.658895,2.218827,2.1150553,2.566654,2.313451,2.4108958,2.17671,2.1466901,2.1215615,2.3520484,1.9749446,2.309785,2.2225626,2.2366755,2.3490875,2.2226853,2.1384742,2.4153144,2.3052983,1.7624265,1.9363775,2.4817283,1.903434,2.101249,2.1210976,1.9566276,2.003703,1.9201164,2.5621061,2.6705396,2.6162412,2.4298286,2.0382147,2.3280025,2.0943162,2.1003988,1.9140021,1.9994168,2.0962956,2.3110657,2.1112254,2.0272996,1.9453088,1.8840028,2.122612,2.009884,2.123627,1.9901398,1.9013345,2.1776583,2.2313228,2.2556355,0.11159582,1.9621723,2.4637837,2.3342526,2.3782306,2.280346,1.9804727,1.8555515,2.4208274,2.1633964,2.3249357,2.2395713,2.2937002,2.3301158,2.2166204,1.8049619,0.10223096,2.5446825,2.125895,0.062086336,0.032858264
200704,2.1642523,2.6298897,2.2130024,2.092268,2.3264973,2.3305962,2.254576,2.0532725,2.074851,2.146743,2.2176337,2.2410648,2.1860132,2.2341204,2.1612916,2.4410324,2.2051897,2.131165,2.3379517,2.1816185,1.7017016,1.971255,2.4326477,2.0607038,1.9925632,2.0568907,1.9171103,1.9631265,1.836869,2.4925275,2.7566545,2.5422864,2.319848,2.0514715,2.1916444,1.9310468,2.0825229,1.8346261,2.0223136,1.8828809,2.348367,2.0089965,1.9796398,1.8889279,1.9605122,1.971648,2.0444973,2.1144578,1.9720256,2.030578,2.166459,2.2762456,2.147503,0.108393975,1.948893,2.3041975,2.3130245,2.284018,2.2729104,1.8642625,1.8543183,2.4679008,2.235193,2.3187115,2.264256,2.2315245,2.2170274,2.1514933,1.741597,0.1698644,2.5273929,2.0945952,0.22194403,0.022298064
200705,1.032606,0.68516,0.52176124,1.1594577,0.7126787,0.61299163,0.8182462,0.6576128,0.41767123,0.7903523,0.61652994,0.48331264,0.44864416,0.43815544,0.8931967,0.39703175,0.529713,0.6176688,0.49054813,0.64361686,1.5356883,0.70543337,0.40324533,0.47740662,0.531739,0.44556254,0.7658318,0.7527241,0.4526011,0.34926203,0.42502126,0.50836647,0.645813,0.5298319,0.37116033,0.5667686,0.55289304,0.5236324,0.39848173,0.55507267,0.5396948,0.3649576,0.43075144,0.42939448,0.4896801,0.6049006,0.55769837,0.37908694,0.47154012,0.37995046,0.54839545,0.62512904,0.5619539,0.21564107,0.34655872,0.40703654,0.40585455,0.4169914,0.4512516,0.42559287,0.47719002,0.4004244,0.4190084,0.38722095,0.3732512,0.36456513,0.28864515,0.3657026,0.55394536,0.113867536,0.336081,0.35028228,0.13033879,0.05379161
200706,1.6620387,1.797443,1.4998332,1.646231,1.7051209,1.5628304,1.7030114,1.4431511,1.5232865,1.3413086,1.6327899,1.2093551,1.3090786,1.5332528,1.5012727,1.5191131,1.3238351,1.4376708,1.6278625,1.544859,1.251123,1.4311091,1.687531,1.0938106,1.4227114,1.3269385,1.3664278,1.2549993,1.1840996,1.6877149,1.8984593,1.6104288,1.4833765,1.2697846,1.5155324,1.3492893,1.3022711,1.1382898,1.3895719,1.2114968,1.4951415,1.3911448,1.3554945,0.9869279,1.2897179,1.1353896,1.3954053,1.2818626,1.3482028,1.2827537,1.4621278,1.4970345,1.3422573,0.21850605,1.102977,1.4579306,1.5225383,1.459506,1.448845,1.2863884,1.2733133,1.4503263,1.3877456,1.4626534,1.4174283,1.3659225,1.4319713,1.4962667,0.89112103,0.10079213,1.6250623,1.2914084,0.1238325,0.07049761
200707,2.9137535,3.411574,2.981894,2.7468472,3.1848278,3.0778809,3.009413,2.9930673,2.820241,2.9989088,3.1618695,3.0330107,3.161269,3.0371397,2.9072824,3.0224357,3.1222425,2.9433467,3.3693922,3.048488,2.348445,2.609303,3.4442098,2.6812289,2.7745638,2.6864922,2.6219597,2.6963227,2.4233909,3.4500556,3.4518783,3.515525,3.1613724,2.785435,3.03768,2.864273,2.8717232,2.6244082,2.9442616,2.8144908,3.2391071,2.6268578,2.834361,2.6982358,2.654218,3.0055106,2.8366797,2.8009315,2.6838722,2.6099524,2.8908353,3.0173895,3.1036153,0.46519768,2.8385313,3.1987648,2.9761896,3.0720239,2.9723496,2.6482272,2.578732,3.2529526,2.948772,3.1264033,3.1057987,3.0102086,3.0017905,2.9665418,2.648739,0.87539136,3.5077832,2.7787542,0.14349332,0.020030648
200708,3.0038807,3.4559472,3.073525,2.705061,3.294522,3.1738036,3.0643153,3.0216699,2.8914378,3.0901117,3.0591238,3.037421,3.1059299,3.0786748,3.0414646,3.1501677,3.1002457,3.0066168,3.339131,2.9003432,2.4474173,2.586786,3.50156,2.7702107,2.913768,2.9435527,2.6209793,2.5459933,2.5809968,3.4972503,3.5241084,3.464852,3.2599318,2.8719378,3.1870186,2.873448,2.9527102,2.755608,2.9858685,3.0440125,3.2569973,2.8331783,2.8494194,2.8062737,2.5794547,3.1466722,2.6947334,2.6499777,2.8392441,2.7654784,2.8468053,2.959089,3.0506403,0.614331,2.8040082,3.1258638,3.1049664,3.2090724,3.0290976,2.6118543,2.5691876,3.3030078,2.9379113,3.034931,3.1141996,3.09908,2.9703727,2.987121,2.694776,0.9544135,3.4937384,2.8479753,0.55493045,0.024985846
200709,2.2232032,2.596982,2.3050456,2.0669196,2.4346132,2.3925939,2.2935228,2.0344348,2.1323187,2.17414,2.286654,2.089932,2.2695813,2.3345401,2.2119174,2.4512193,2.2043111,2.185254,2.4854836,2.3064082,1.8087906,1.9835982,2.5684412,1.8963541,2.1034606,2.1802092,2.0012174,1.9439814,1.887181,2.5884068,2.7534583,2.5060995,2.3269596,2.0712955,2.326585,2.101515,2.102153,1.9130152,2.1076307,2.0343175,2.4306455,2.0169594,2.0625303,1.8168349,1.9872341,2.0623693,1.9320692,2.055439,2.0985537,1.9946156,2.1503053,2.2134624,2.180147,0.07729124,1.9944117,2.2785735,2.2546911,2.3496265,2.2878551,1.9074607,1.946062,2.5138683,2.1971061,2.3589714,2.348515,2.2519395,2.2048647,2.1879013,1.7787992,0.21763554,2.617877,2.0524633,0.061185095,0.015869142
