feature,beta_Q1,t_Q1,se_Q1,beta_Q2,t_Q2,se_Q2,beta_Q3,t_Q3,se_Q3,beta_Q4,t_Q4,se_Q4,beta_Q5,t_Q5,se_Q5,beta_Q5-Q1,t_Q5-Q1
PctTotAcc,-0.0007102535657062619,-0.509020684573106,0.0013953334063465837,-0.0015607538562677705,-0.8818772388869925,0.0017698085260002634,0.0009357202005113369,0.651004661204189,0.0014373479274026985,0.00026649800732736495,0.20331807465774515,0.0013107442994233225,0.0013178655947442117,0.8986400132255871,0.0014665111450066109,0.0020281191604504733,1.0271805169810606
Price,0.008411426761265186,3.4092142755176753,0.0024672625659435694,0.0077694910655700675,2.3119021713868797,0.003360648716770421,0.006120483619622519,1.66834719157268,0.00366859107656902,0.0037243720699055233,0.9675694850240387,0.0038492037290872123,0.005676346476396105,1.2917541626427962,0.004394293156201551,-0.002735080284869082,-0.5560667356462601
PriceDelayRsq,0.00015279740100283747,0.08628906714116492,0.0017707619987694153,-0.00215169565044773,-1.7078461171239236,0.0012598884810952789,-0.001998869974382203,-1.389846742535715,0.0014381945240489978,-0.002513283786906845,-1.611737369719468,0.0015593631035211999,-0.00022937445154394933,-0.09948543006746606,0.0023056084834573165,-0.00038217185254678577,-0.17859904833932883
RD,0.014428264976684951,6.070439299973153,0.0023768073880170025,0.014411020032203438,5.524884871092245,0.0026083837706023447,0.010189627490154368,3.881013347304285,0.0026255069432399624,0.006875835856003369,2.787839000564774,0.002466367625465613,0.004424028827602821,2.006817429502925,0.002204499902464283,-0.010004236149082127,-3.8488295140887927
RDS,-0.0015714970081028125,-0.9883994604295621,0.0015899411837192162,-0.0016794165270940398,-1.2445757971861353,0.0013493887080971983,0.0003493326883184265,0.3846830151919069,0.0009081053088454005,-7.33141468103351e-05,-0.09704669434085997,0.0007554522831332271,0.0005547839126139437,0.8716375077463919,0.000636484671303706,0.002126280920716756,1.2329431530741124
REV6,0.006574234246269097,4.80219418867913,0.001369006330849227,0.005980554298927613,3.91472576466247,0.0015277070881728185,0.003583720122014116,2.4200716918350396,0.0014808322142294595,0.0012791854147632057,0.8850366653110128,0.0014453473679688562,-0.0007186241115815417,-0.4267693971779004,0.0016838698283747383,-0.007292858357850636,-3.1159203129304127
RealizedVol,0.01704059126553903,2.649499426667134,0.006431626704284581,0.005575259221130036,0.8162366536391699,0.006830444572995942,0.009902351117303029,1.4859940325071006,0.0066637892889759714,0.006515204514574379,0.9616194203068109,0.006775242239279715,0.00741345625624925,1.3341405073153847,0.005556728257330952,-0.009627135009289781,-1.5072420700538147
ResidualMomentum,-0.0015486497081201487,-1.2861761740210174,0.0012040727696568591,-0.0025995558118387927,-2.0819991230403385,0.0012485864105661426,-0.0014788501165410883,-1.124850822411291,0.0013147077702009811,-0.004308296555088956,-3.570499942711257,0.0012066367803432742,-0.0016959884888778335,-1.2090517865099055,0.0014027426350144503,-0.00014733878075768496,-0.08528100513825457
ReturnSkew,0.003887611129533527,2.6520057528710494,0.0014659135355663603,-0.0028060827441408294,-1.5058269050706574,0.0018634829373095577,-0.003167860581987261,-1.9456041260672288,0.0016282143625952602,-0.0009691687420080219,-0.6703524664034628,0.0014457599405992363,-0.002233461733056995,-1.3832037509744113,0.0016147019059799476,-0.006121072862590524,-2.5535473067113648
ReturnSkew3F,-0.0024858721833722025,-2.330540548593004,0.0010666504750895562,-0.0007132804859727666,-0.659948567587898,0.001080812234474265,-9.016832318430566e-05,-0.07604144830213365,0.0011857786141321511,-0.001450548823610833,-1.3630580531629175,0.0010641871197231087,-0.0013428607015710057,-1.3627438702723005,0.0009854094601817421,0.001143011481801196,0.7632712883388986
RevenueSurprise,0.00789532473174006,6.5618900415491845,0.0012032089354968934,0.003207628177980863,2.1336770703967534,0.0015033334811928264,0.00140578778596388,1.2391989907907313,0.0011344326427080518,0.0010660318280215765,1.0798168983788994,0.0009872338816163944,0.0009488247771419198,0.8806577875501664,0.001077404629307125,-0.006946499954598139,-3.883802868801619
RoE,-0.0009945030680621524,-0.5082287441141302,0.001956802088783121,-0.0030954299690769,-1.6262201508757097,0.0019034507519846127,0.00261734745088292,1.2937055078582191,0.002023140069347036,0.0016223944139434187,1.0563874984203223,0.0015357947877738798,-0.000230705321561228,-0.1362736801754925,0.0016929558317066579,0.000763797746500925,0.32252620051597325
STreversal,0.02580298214433668,8.677948135456031,0.0029733966764461097,0.009465736989837993,4.38501377083652,0.002158656160396102,0.008177430836831855,3.980862412691619,0.002054185748987685,0.0058191279837139075,2.8682345644994367,0.002028818722059247,0.0039641037540257,2.312197002880889,0.00171443166351596,-0.021838878390310977,-6.793471380028392
ShareIss1Y,0.003455506503784563,2.394460919539264,0.0014431250372837418,-0.0011574080483118666,-0.7654319668397557,0.0015120978721211047,0.0005308036883464427,0.3607982902150526,0.0014711923607788134,0.0019942844271952985,1.6321652363872658,0.0012218642958047368,-0.0004339031554347831,-0.3592828331404384,0.0012076924233816002,-0.0038894096592193466,-2.094452669553616
ShareIss5Y,-0.005394848409658423,-2.491687471288771,0.002165138474155451,0.0013503059049350381,0.6560826262119078,0.0020581339163505048,0.003260778627037302,1.856302484459459,0.001756598751731357,0.00025455145516283884,0.1403587345246064,0.0018135775876364376,0.0010092516984132307,0.7823375801814305,0.0012900462971230104,0.006404100108071657,2.6361547276630404
Size,0.004430818486186126,1.4864433402683703,0.0029808189563324777,0.003424704831657401,0.5386444247479537,0.006358006644661574,-0.008244693699382168,-1.377479971251791,0.0059853456104263835,-0.013750672272482119,-1.7462660031179702,0.007874328566169299,-0.0032193049529861462,-0.35901987173410715,0.00896692692088751,-0.007650123439172275,-0.826318915863654
Tax,-0.002653224498783983,-2.1619048023532734,0.0012272624103965627,0.001246858176473675,0.8708624954764842,0.0014317509169934667,0.00043674734829716815,0.4333356832875631,0.0010078730304038707,0.0026704229572620426,2.476622983539736,0.001078251706057139,0.0003278463290426691,0.26394657851997766,0.0012420934981654062,0.0029810708278266524,1.8006847723082242
TotalAccruals,0.0011522993655914502,0.5733509587315634,0.002009762690797111,0.0008475441342472921,0.3343534741501813,0.0025348746155591053,-0.002245143554137812,-0.8675781986841745,0.0025878284603542854,-0.0002852748449445066,-0.13888019842309088,0.0020541074118819477,-0.002297334674958722,-1.026960539187158,0.0022370233200752474,-0.0034496340405501718,-1.1191786432626478
TrendFactor,0.007188055639233978,2.1854792586980287,0.003289006569440595,0.01048439018460165,5.377492880462433,0.001949679974973775,0.009553981978751076,5.7057894234027176,0.0016744364836817692,0.007621444805764089,4.535139504385696,0.0016805315025907777,0.010231529996317237,5.160449376357237,0.001982681981765642,0.003043474357083257,0.9099102988975206
VolSD,0.0026091468201948154,1.0276336463550768,0.0025389853956701612,0.009215265999514069,3.466242927028004,0.002658574772027113,0.004345348552535619,1.4146665356560377,0.0030716415798444727,0.0038503577105168225,1.1751828795025032,0.003276390234809084,0.003387976665476471,1.154438180528066,0.002934740657942147,0.0007788298452816549,0.22116997912325453
XFIN,0.005909900026881023,2.6849723611012104,0.002201102742248395,0.004690410202579664,2.195072479044154,0.0021367905831620225,0.0030299819850874944,1.6312336687969016,0.001857478816828385,-0.0009240910534446998,-0.42132843371054624,0.0021932795878655386,0.00234327870283669,1.0904538837558109,0.0021489021569310388,-0.0035666213240443316,-1.1919356919429398
betaVIX,0.0027806955382618024,2.812893623165912,0.0009885533940427258,0.000694663566962752,0.6159766452461803,0.0011277433524855861,0.0009477198990171214,0.9466185443391852,0.0010011634619715853,0.0006509581811398031,0.5553792560735886,0.001172096678118547,0.0041694797600843984,2.8281200900726398,0.0014742937454177577,0.0013887842218225975,0.8701698790499679
cfp,0.0007082080908739799,0.2867321853572379,0.002469928829202162,0.0073135069580704745,2.7596190252144517,0.0026501871784646567,0.005327808019855667,2.0531523798859963,0.0025949403814594122,0.0048595853394218635,1.5243843493115505,0.0031879003097982288,-0.00040832692021816304,-0.10699211098546633,0.003816420822593449,-0.001116535011092142,-0.2444786341496754
dNoa,-0.0007904351121122735,-0.3725523817395341,0.0021216751008852697,-0.0048089638609972295,-1.7102703252536515,0.0028118150622089572,-0.00027041018078120035,-0.10794794469846111,0.00250500536658254,0.00010569541275670495,0.04356773543453524,0.002426001987537833,0.000931573143236098,0.3957743033026789,0.0023537989593115467,0.0017220082553483715,0.5672215693164655
grcapx,0.0022759620581197185,1.593992442393244,0.0014278374210498486,0.0007171005731236028,0.2969375215528642,0.0024149880734959136,0.003431682319226099,1.7061287529044007,0.002011385315079082,-8.153847646233576e-05,-0.03286687408620398,0.0024808710511524403,0.0012607448082893357,0.5774579804701221,0.0021832667500117217,-0.0010152172498303826,-0.39239825189719085
grcapx3y,-0.006521747210028111,-2.824920671401451,0.0023086479121527522,-0.0003555733371827974,-0.14288834691309701,0.002488469807821717,-0.0025497285159376323,-1.170015293350983,0.002179226656632052,0.008129046759096413,3.247633277114267,0.002503067946858704,0.0010427113025032724,0.4187351736248845,0.002490145008542713,0.007564458512531385,2.043189157211077
hire,-0.0003607244146961488,-0.32900992826537706,0.001096393706408735,-0.002136603092346913,-1.7271335835532433,0.0012370803930239521,-0.0007434831815571218,-0.6426699562192754,0.0011568662489389026,-0.0028957330776061586,-2.629791974478164,0.0011011262889646493,-0.0012456742381091465,-1.32427902403494,0.0009406433353551936,-0.0008849498234129985,-0.6286885753006178
roaq,0.0137510061015707,6.3284488292232455,0.002172887301872756,0.005007696883597874,1.9581237429380718,0.0025573955178563243,0.0015007900289634435,0.6652541571604008,0.0022559649012483885,0.0036153933342014674,1.6760936969825273,0.0021570353380066178,0.0033360027157693668,1.4954383567750111,0.002230785843265132,-0.010415003385801334,-3.320021843608972
std_turn,0.000611022771408794,0.3293951978378776,0.0018549838474255123,0.001985824725088013,0.958142401712482,0.002072577856421718,0.0116302726077209,2.783176469030761,0.004178776565961387,0.016971079457707365,1.9036810448445998,0.008914875474369572,0.04378601505452806,1.618495028334751,0.027053536951286736,0.04317499228311926,1.6069812790691023
zerotrade12M,0.0016775263508840414,0.5292326451177393,0.0031697333230659634,-0.002906677928369941,-0.9168129878361619,0.003170415304903355,-0.00703161513885284,-2.207500264537929,0.0031853292395073343,-0.012588993000250667,-2.905487515406224,0.004332833279612481,-0.00584808151759354,-0.8702298785685,0.006720157123556186,-0.00752560786847758,-1.0568301093427976
zerotrade1M,-0.0015313831373862446,-0.7219015437148062,0.0021213185519814203,0.0020434646682563565,0.7179733157593292,0.0028461568465050634,-0.006756156303955272,-2.447319588913837,0.002760635077886894,-0.004302064461089138,-1.5672396656861936,0.0027449946267187795,-0.001230518443487287,-0.32766277074375816,0.0037554417326513675,0.00030086469389895904,0.07800259209842526
zerotrade6M,0.0050202174650905524,1.3580732273900475,0.003696573471769584,0.006664422269012779,1.8314208872798385,0.003638935383614233,0.010027699992054497,2.5424059244197044,0.0039441774013106445,0.01014335045562885,2.334422325466618,0.004345122279277952,-0.000523523759355664,-0.07307135748072065,0.007164554996720733,-0.005543741224446214,-0.7229042356876016
